beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Belgian IPA Dragon","Cerveja Leuven","IPA - Belgian",7.5,50,,"Pier Bar & Restaurante","São Paulo",SP,Brasil,-23.592,-46.6792,,"2017-07-07 21:49:07",https://untappd.com/c/475065633,https://untappd.com/beer/1802594,https://untappd.com/brewery/11016,Brazil,Piracicaba,"São Paulo",,,,475065633,1802594,11016,,3.77,3.77,,0,0
"Prost Weiss",Blondine,Hefeweizen,4,13,,,,,,,,,"2017-07-08 15:51:59",https://untappd.com/c/475423547,https://untappd.com/beer/1819525,https://untappd.com/brewery/22760,Brazil,Itupeva,"São Paulo",,,,475423547,1819525,22760,,3.48,3.51,,0,0
"Madalena American Pale Ale","Cervejaria Premium Paulista","Pale Ale - American",5.5,35,,,,,,,,,"2017-07-08 15:52:26",https://untappd.com/c/475423974,https://untappd.com/beer/393685,https://untappd.com/brewery/69752,Brazil,"Santo André","São Paulo",,,,475423974,393685,69752,,3.46,3.49,,0,0
"Chocolate Beer","Baden Baden","Specialty Grain",6,13,,,,,,,,,"2017-07-08 15:53:25",https://untappd.com/c/475424780,https://untappd.com/beer/361354,https://untappd.com/brewery/5437,Brazil,"Campos do Jordão","São Paulo",,,,475424780,361354,5437,,3.46,3.47,,0,0
"Zeus - American IPA","Cervejaria Hoffen","IPA - American",6.8,68,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-07-11 18:22:11",https://untappd.com/c/476714908,https://untappd.com/beer/713674,https://untappd.com/brewery/51826,Brazil,Votorantim,"São Paulo",,,,476714908,713674,51826,,3.64,3.65,,0,0
Medieval,"Cervejaria Backer","Belgian Blonde",6.7,15,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-07-11 19:08:47",https://untappd.com/c/476730736,https://untappd.com/beer/32741,https://untappd.com/brewery/8979,Brazil,"Belo Horizonte","Minas Gerais",,,,476730736,32741,8979,,3.74,3.74,,0,0
"Panopticon Times","Cervejaria Dogma","Farmhouse Ale - Saison",5.6,23,,"BrewDog São Paulo","São Paulo",SP,Brasil,-23.5612,-46.694,,"2017-07-20 21:01:26",https://untappd.com/c/480368650,https://untappd.com/beer/1220865,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,,,480368650,1220865,48736,,3.79,3.78,,0,0
"La Sorciere","Cervejaria Urbana","IPA - Belgian",7,65,,,,,,,,,"2017-07-20 21:36:22",https://untappd.com/c/480390808,https://untappd.com/beer/167608,https://untappd.com/brewery/25709,Brazil,"São Paulo","São Paulo",,,,480390808,167608,25709,,3.66,3.66,,0,0
"Touro Sentado","Cervejaria Dogma","IPA - American",6.5,60,,"Rock Fella Fire and Meat","São Paulo",SP,Brasil,-23.5936,-46.6847,,"2017-07-26 12:41:08",https://untappd.com/c/482810604,https://untappd.com/beer/287660,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,,,482810604,287660,48736,,4.05,4.03,,0,0
"Vedett Extra White","Duvel Moortgat","Wheat Beer - Witbier",4.7,4,,"The Blue Pub","São Paulo",SP,Brasil,-23.5631,-46.6503,,"2017-07-28 22:23:14",https://untappd.com/c/483927688,https://untappd.com/beer/11097,https://untappd.com/brewery/167,Belgium,Puurs,Vlaanderen,,,,483927688,11097,167,,3.52,3.52,,0,0
"Delirium Tremens","Delirium - Huyghe Brewery","Belgian Strong Golden Ale",8.5,26,,"The Blue Pub","São Paulo",SP,Brasil,-23.5631,-46.6503,5,"2017-07-28 22:26:35",https://untappd.com/c/483930575,https://untappd.com/beer/4485,https://untappd.com/brewery/285,Belgium,Melle,Vlaanderen,,,,483930575,4485,285,,3.88,3.88,,0,0
"Out of the Blue","Cervejaria Dádiva","Lager - Vienna",5.1,0,,"Blue Sandwich Market","São Paulo",SP,Brasil,-23.5631,-46.6672,,"2017-07-29 15:51:01",https://untappd.com/c/484274665,https://untappd.com/beer/1656980,https://untappd.com/brewery/148522,Brazil,"Várzea Paulista","São Paulo",,,,484274665,1656980,148522,https://untappd.s3.amazonaws.com/photo/2017_07_29/291a86a6c31e73395e3d21585b42136f_raw.jpg,3.39,3.64,,0,0
Inércia,"Cervejaria Gryphos","IPA - American",5.8,68,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-08-06 19:33:02",https://untappd.com/c/488168948,https://untappd.com/beer/1559368,https://untappd.com/brewery/271033,Brazil,"São Paulo","São Paulo",,,,488168948,1559368,271033,,3.79,3.75,,0,0
"Dama IPA","Dama Bier","IPA - American",6.5,55,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-08-06 20:16:20",https://untappd.com/c/488193524,https://untappd.com/beer/31789,https://untappd.com/brewery/7619,Brazil,Piracicaba,"São Paulo",,,,488193524,31789,7619,,3.61,3.61,,0,0
Spot,"Cervejaria Dádiva","IPA - New England",5.6,45,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,4.5,"2017-08-06 21:44:47",https://untappd.com/c/488238573,https://untappd.com/beer/2216154,https://untappd.com/brewery/148522,Brazil,"Várzea Paulista","São Paulo",,,,488238573,2216154,148522,,3.92,3.87,,0,0
Shadowplay,"X Craft Beer","IPA - New England",7,55,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-08-06 21:45:18",https://untappd.com/c/488238810,https://untappd.com/beer/2028440,https://untappd.com/brewery/390244,Brazil,"São Paulo","São Paulo",,,,488238810,2028440,390244,,3.93,3.9,,0,0
"Pão de Açúcar 58 Anos","Cervejaria Wäls","Pilsner - Other",4.5,0,,,,,,,,,"2017-08-11 22:36:53",https://untappd.com/c/490026195,https://untappd.com/beer/2214980,https://untappd.com/brewery/5439,Brazil,"Belo Horizonte","Minas Gerais",,"Pão de Açúcar",,490026195,2214980,5439,https://untappd.s3.amazonaws.com/photo/2017_08_12/ec72458d5bf840da387a1420d4c3a75c_raw.jpg,3.36,3.39,,0,0
QI,"Dama Bier","Pale Ale - American",4.5,35,,,,,,,,,"2017-08-12 23:58:37",https://untappd.com/c/490818668,https://untappd.com/beer/1260289,https://untappd.com/brewery/7619,Brazil,Piracicaba,"São Paulo",,"Pão de Açúcar",,490818668,1260289,7619,https://untappd.s3.amazonaws.com/photo/2017_08_13/9f5da706c6b03a58b58d70c7aa315953_raw.jpg,3.67,3.67,,0,0
Tupi,"Dama Bier","IPA - Rye",7.5,70,,,,,,,,,"2017-08-13 21:11:56",https://untappd.com/c/491233759,https://untappd.com/beer/1009931,https://untappd.com/brewery/7619,Brazil,Piracicaba,"São Paulo",,"Pão de Açúcar",,491233759,1009931,7619,https://untappd.s3.amazonaws.com/photo/2017_08_14/369ae7995251a82f9ed38817866c5347_raw.jpg,3.84,3.83,,0,0
Murica,"Cervejaria Colorado","Cream Ale",4.7,20,,,,,,,,4.25,"2017-08-14 21:01:37",https://untappd.com/c/491496394,https://untappd.com/beer/1884265,https://untappd.com/brewery/4804,Brazil,"Ribeirão Preto","São Paulo",fruity,"Pão de Açúcar",,491496394,1884265,4804,,3.36,3.38,,0,0
"American IPA","Cevada Pura","IPA - American",7,70,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-08-20 19:18:04",https://untappd.com/c/494117678,https://untappd.com/beer/1000917,https://untappd.com/brewery/23984,Brazil,Piracicaba,"São Paulo",,,,494117678,1000917,23984,,3.74,3.74,,0,0
"Bazooka II","Cervejaria Dádiva","IPA - Imperial / Double",8.7,80,,"Blue Sandwich Market","São Paulo",SP,Brasil,-23.5631,-46.6672,,"2017-08-26 15:59:29",https://untappd.com/c/496210687,https://untappd.com/beer/1805682,https://untappd.com/brewery/148522,Brazil,"Várzea Paulista","São Paulo",,,,496210687,1805682,148522,,3.96,3.9,,0,0
14-Weiss,"Cervejaria Bohemia",Hefeweizen,4.3,15,,,,,,,,,"2017-08-31 21:09:02",https://untappd.com/c/498097075,https://untappd.com/beer/1463890,https://untappd.com/brewery/121365,Brazil,Petrópolis,"Rio de Janeiro",,,,498097075,1463890,121365,,3.2,3.21,,0,0
Shadowplay,"X Craft Beer","IPA - New England",7,55,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-09-03 16:41:44",https://untappd.com/c/499694429,https://untappd.com/beer/2028440,https://untappd.com/brewery/390244,Brazil,"São Paulo","São Paulo",,,,499694429,2028440,390244,https://untappd.s3.amazonaws.com/photo/2017_09_03/425f09beb4a0412b10c1d79bb8514772_raw.jpg,3.93,3.9,,0,0
"American IPA","Cevada Pura","IPA - American",7,70,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-09-03 17:58:02",https://untappd.com/c/499754141,https://untappd.com/beer/1000917,https://untappd.com/brewery/23984,Brazil,Piracicaba,"São Paulo",,,,499754141,1000917,23984,,3.74,3.74,,0,0
SuperSymmetry,"Hocus Pocus","IPA - Triple New England",10.2,90,,"La Fraternité","São Paulo",SP,Brasil,-23.6081,-46.67,,"2017-09-03 18:17:55",https://untappd.com/c/499770232,https://untappd.com/beer/1930404,https://untappd.com/brewery/131488,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,499770232,1930404,131488,,4.38,4.33,,0,0
"Hector 5 Rounds","Bastards Brewery","IPA - American",6,60,,"Ópera Café",Curitiba,PR,Brasil,-25.3847,-49.2763,,"2017-09-07 17:42:56",https://untappd.com/c/500932642,https://untappd.com/beer/1445413,https://untappd.com/brewery/121097,Brazil,Pinhais,Paraná,,,,500932642,1445413,121097,,3.78,3.77,,0,0
Foreplay,"Cervejaria Swamp","Pale Ale - American",5.1,44,,"Wal Halla",Curitiba,PR,Brasil,-25.3934,-49.2256,,"2017-09-08 21:08:11",https://untappd.com/c/501478873,https://untappd.com/beer/1848498,https://untappd.com/brewery/168392,Brazil,Curitiba,Paraná,,,,501478873,1848498,168392,,3.79,3.77,,1,0
"Summer Ale Session IPA","Cervejaria Swamp","IPA - Session / India Session Ale",4.4,52,,,,,,,,,"2017-09-08 23:42:56",https://untappd.com/c/501585236,https://untappd.com/beer/1361889,https://untappd.com/brewery/168392,Brazil,Curitiba,Paraná,,,,501585236,1361889,168392,,3.82,3.79,,0,0
"Madalena Premium Lager","Cervejaria Premium Paulista","Lager - Pale",5,15,,,,,,,,,"2017-09-16 14:43:19",https://untappd.com/c/504406742,https://untappd.com/beer/526278,https://untappd.com/brewery/69752,Brazil,"Santo André","São Paulo",,"The Beer Box",,504406742,526278,69752,,3.37,3.39,,0,0
"American Style Wheat","Goose Island Brewhouse São Paulo","Wheat Beer - American Pale Wheat",4.2,18,,"Goose Island Brewhouse","São Paulo",SP,Brasil,-23.5652,-46.6939,,"2017-09-21 20:13:05",https://untappd.com/c/506210234,https://untappd.com/beer/2062837,https://untappd.com/brewery/329314,Brazil,"São Paulo","São Paulo",,,,506210234,2062837,329314,,3.45,3.52,,0,0
"English Bitter","Goose Island Brewhouse","English Bitter",4.2,0,,"Goose Island Brewhouse","São Paulo",SP,Brasil,-23.5652,-46.6939,,"2017-09-21 21:10:10",https://untappd.com/c/506241377,https://untappd.com/beer/81349,https://untappd.com/brewery/26537,"United States",Chicago,IL,,,,506241377,81349,26537,,3.56,3.6,,0,0
"Feather in the Foot","Goose Island Brewhouse São Paulo","American Wild Ale",6.5,22,,"Goose Island Brewhouse","São Paulo",SP,Brasil,-23.5652,-46.6939,,"2017-09-21 21:12:34",https://untappd.com/c/506242217,https://untappd.com/beer/2212976,https://untappd.com/brewery/329314,Brazil,"São Paulo","São Paulo",sour,,,506242217,2212976,329314,https://untappd.s3.amazonaws.com/photo/2017_09_22/8c9ba7e30b761f872bc9521125c8c700_raw.jpg,3.68,3.67,,0,0
"Brooklin Sul","Goose Island Brewhouse São Paulo","Lager - Vienna",6.2,23,,"Goose Island Brewhouse","São Paulo",SP,Brasil,-23.5652,-46.6939,,"2017-09-21 21:13:42",https://untappd.com/c/506242806,https://untappd.com/beer/2254689,https://untappd.com/brewery/329314,Brazil,"São Paulo","São Paulo",,,,506242806,2254689,329314,,3.64,3.66,,0,0
"Madalena Double IPA","Cervejaria Premium Paulista","IPA - Imperial / Double",7.5,65,,"Holy Burger","São Paulo",SP,Brasil,-23.5466,-46.649,,"2017-09-23 14:36:24",https://untappd.com/c/507082307,https://untappd.com/beer/1162419,https://untappd.com/brewery/69752,Brazil,"Santo André","São Paulo",,,,507082307,1162419,69752,,3.82,3.81,,0,0
"Star Weiss","Director Brewery Co.",Hefeweizen,5,12,,,,,,,,,"2017-09-25 12:59:48",https://untappd.com/c/508092357,https://untappd.com/beer/1998585,https://untappd.com/brewery/330768,Brazil,Itapema,"Santa Catarina",,,,508092357,1998585,330768,https://untappd.s3.amazonaws.com/photo/2017_09_25/59de4c971d24de4fac2a6308034492f7_raw.jpg,3.33,3.57,,0,0
"Backer Pilsen","Cervejaria Backer","Pilsner - Other",4.8,8,,,,,,,,,"2017-10-22 23:37:38",https://untappd.com/c/518842309,https://untappd.com/beer/35418,https://untappd.com/brewery/8979,Brazil,"Belo Horizonte","Minas Gerais",,,,518842309,35418,8979,,3.28,3.3,,0,0
Weizen,"Bamberg Bier",Hefeweizen,5,12,,Amazon,"São Paulo",SP,Brasil,-23.5916,-46.6897,,"2017-11-11 15:51:39",https://untappd.com/c/525748215,https://untappd.com/beer/9295,https://untappd.com/brewery/5438,Brazil,Votorantim,"São Paulo",,,,525748215,9295,5438,,3.52,3.53,,0,0
Nassau,"Cervejaria Colorado","IPA - White",5.8,47,,"Bar do Urso","São Paulo",SP,Brasil,-23.5595,-46.6597,4.5,"2017-11-11 15:52:06",https://untappd.com/c/525748534,https://untappd.com/beer/1807826,https://untappd.com/brewery/4804,Brazil,"Ribeirão Preto","São Paulo",,,,525748534,1807826,4804,,3.61,3.61,,1,0
Pilsen,"Maniacs Brewing Co.","Pilsner - German",4.5,20,,Ramona,"São Paulo",SP,Brasil,-23.5476,-46.6429,,"2017-11-15 20:07:19",https://untappd.com/c/527254662,https://untappd.com/beer/1635911,https://untappd.com/brewery/261487,Brazil,Curitiba,Paraná,,,,527254662,1635911,261487,,3.26,3.31,,0,0
"Mahatma - South American IPA (SAIPA)","Zapata Cervejaria Rural","IPA - International",5.8,50,,"Holy Burger","São Paulo",SP,Brasil,-23.5466,-46.649,,"2017-12-04 22:17:34",https://untappd.com/c/534841316,https://untappd.com/beer/1247940,https://untappd.com/brewery/227219,Brazil,Viamão,"Rio Grande do Sul",,,Bottle,534841316,1247940,227219,,3.66,3.67,,1,0
"Hop & Pluzig","Cervejaria Dogma","IPA - American",6.5,60,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-01-14 18:48:20",https://untappd.com/c/551128333,https://untappd.com/beer/2430808,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",citrus,"Cervejaria Dogma",,551128333,2430808,48736,https://untappd.s3.amazonaws.com/photo/2018_01_14/b465f6b1fe7355496f73a26cadb2d438_raw.jpeg,4.11,4.02,,0,0
"Citra Lover","Cervejaria Dogma","IPA - Imperial / Double",8.3,80,,,,,,,,,"2018-01-14 22:28:41",https://untappd.com/c/551259828,https://untappd.com/beer/1641577,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",fruity,"Cervejaria Dogma",Draft,551259828,1641577,48736,https://untappd.s3.amazonaws.com/photo/2018_01_15/d179926e7d8f079c0f7b0dce3591ec68_raw.jpeg,4.27,4.23,,0,0
Austral,"Cervejaria Dogma","IPA - American",7.5,60,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-01-20 15:18:51",https://untappd.com/c/552816717,https://untappd.com/beer/2245492,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",citrusy,"Cervejaria Dogma",Draft,552816717,2245492,48736,https://untappd.s3.amazonaws.com/photos/2018_01_20/b31cb60e8ebe563258de08c04d401592_raw.jpeg,4.11,4.06,,0,0
"Mosaic Brux","Cervejaria Dogma","IPA - Brett",6,0,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-01-20 15:46:55",https://untappd.com/c/552832714,https://untappd.com/beer/2467025,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,552832714,2467025,48736,,3.99,3.94,,0,0
"Southern Passion Lover","Cervejaria Dogma","IPA - Imperial / Double",8.2,80,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-01-20 16:26:36",https://untappd.com/c/552858567,https://untappd.com/beer/2195276,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo","fruity,hoppy","Cervejaria Dogma",Draft,552858567,2195276,48736,https://untappd.s3.amazonaws.com/photos/2018_01_20/3ad1134ff913d1fb70e1e937814a31d2_raw.jpeg,4.12,4.05,,0,0
Pilsen,BeerLab,"Pilsner - Other",4.5,0,,BeerLab,"Rio de Janeiro",RJ,Brasil,-22.9818,-43.1905,,"2018-01-26 21:11:36",https://untappd.com/c/554924261,https://untappd.com/beer/2453229,https://untappd.com/brewery/376924,Brazil,,,,BeerLab,Draft,554924261,2453229,376924,,3.63,3.63,,0,0
Hazy,"OverHop Brewing Co.","IPA - New England",6.5,50,,BeerLab,"Rio de Janeiro",RJ,Brasil,-22.9818,-43.1905,,"2018-01-26 23:35:23",https://untappd.com/c/555039200,https://untappd.com/beer/1772745,https://untappd.com/brewery/287664,Brazil,"Rio de Janeiro","Rio de Janeiro",,BeerLab,Draft,555039200,1772745,287664,,3.94,3.93,,1,0
"Sweet Sofia","OverHop Brewing Co.","Blonde Ale",5.2,28,,"Booze Bar","Rio de Janeiro",RJ,Brasil,-22.9133,-43.1812,,"2018-01-27 20:36:22",https://untappd.com/c/555572822,https://untappd.com/beer/1728301,https://untappd.com/brewery/287664,Brazil,"Rio de Janeiro","Rio de Janeiro",,"Booze Bar",Draft,555572822,1728301,287664,,3.73,3.72,,1,0
"Galaxy Detox","Three Monkeys Beer","IPA - New England",6.5,60,,PlayGrowler,"Rio de Janeiro",RJ,Brasil,-22.9853,-43.1986,,"2018-01-28 13:37:59",https://untappd.com/c/555953520,https://untappd.com/beer/2026989,https://untappd.com/brewery/97276,Brazil,"Rio de Janeiro","Rio de Janeiro",,PlayGrowler,Draft,555953520,2026989,97276,,4.1,4.06,,0,0
Tabla,"Cervejaria Antuérpia","IPA - American",6.5,66,,PlayGrowler,"Rio de Janeiro",RJ,Brasil,-22.9853,-43.1986,,"2018-01-28 13:42:51",https://untappd.com/c/555954556,https://untappd.com/beer/991412,https://untappd.com/brewery/28946,Brazil,"Matias Barbosa","Minas Gerais",,PlayGrowler,Draft,555954556,991412,28946,,3.72,3.71,,1,0
"Vert Mont","Cervejaria Antuérpia","IPA - Imperial / Double New England",8.1,60,,PlayGrowler,"Rio de Janeiro",RJ,Brasil,-22.9853,-43.1986,,"2018-01-28 14:31:15",https://untappd.com/c/555966346,https://untappd.com/beer/2322282,https://untappd.com/brewery/28946,Brazil,"Matias Barbosa","Minas Gerais",,PlayGrowler,Draft,555966346,2322282,28946,https://untappd.s3.amazonaws.com/photos/2018_01_28/4239420efe8b21d866b866dc3bffdd5f_raw.jpeg,3.98,3.95,,0,0
Lupulin,"Cervejaria Dogma","Pale Ale - New England",5.1,30,,,,,,,,,"2018-02-12 13:17:04",https://untappd.com/c/561354890,https://untappd.com/beer/2286888,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,561354890,2286888,48736,https://untappd.s3.amazonaws.com/photos/2018_02_12/a9469d932a348efd5c66a16ff307dac5_raw.jpeg,4.04,3.99,,0,0
"Back to Basics","Cervejaria Dogma","IPA - American",7.8,58,,,,,,,,,"2018-02-14 18:12:41",https://untappd.com/c/561824943,https://untappd.com/beer/2111072,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,561824943,2111072,48736,https://untappd.s3.amazonaws.com/photos/2018_02_14/c03fe3c72b60f379f9572823dcbd92f8_raw.jpeg,4.15,4.1,,0,0
"Goiaba na Selva","Trilha Cervejaria","Farmhouse Ale - Saison",7.5,0,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-02-15 18:03:25",https://untappd.com/c/562084285,https://untappd.com/beer/2485437,https://untappd.com/brewery/308523,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,562084285,2485437,308523,,3.66,3.66,,2,0
"Hop Lover","Cervejaria Dogma","IPA - Imperial / Double",8.4,0,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-02-16 21:09:06",https://untappd.com/c/562548844,https://untappd.com/beer/507713,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,562548844,507713,48736,https://untappd.s3.amazonaws.com/photos/2018_02_16/5173ef83bbb2a986b41625f4fbc8a3d5_raw.jpeg,4.16,4.14,,0,0
"Mosaic Lover","Cervejaria Dogma","IPA - Imperial / Double",8.3,80,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,4.75,"2018-02-18 16:00:12",https://untappd.com/c/563667433,https://untappd.com/beer/1698497,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",fruity,"Cervejaria Dogma",Draft,563667433,1698497,48736,,4.31,4.27,,0,0
IPA,"Lohn Bier","IPA - American",6,54,,,,,,,,4.75,"2018-03-02 22:50:56",https://untappd.com/c/568043648,https://untappd.com/beer/1211036,https://untappd.com/brewery/181494,Brazil,"Lauro Müller","Santa Catarina",,,,568043648,1211036,181494,,3.61,3.62,,0,0
"Dona Onça Session IPA",Blondine,"IPA - Session / India Session Ale",4.5,30,,"Bar da Dona Onça","São Paulo",SP,Brasil,-23.5464,-46.6445,,"2018-03-11 14:45:55",https://untappd.com/c/571762390,https://untappd.com/beer/2460715,https://untappd.com/brewery/22760,Brazil,Itupeva,"São Paulo",,,,571762390,2460715,22760,https://untappd.s3.amazonaws.com/photos/2018_03_11/25a5d9a7f337da6d380e4d3fdfedbb51_raw.jpeg,3.52,3.6,,0,0
Epiphany,"Cervejaria Dogma","IPA - American",6.7,0,,,,,,,,,"2018-03-17 10:00:59",https://untappd.com/c/573730859,https://untappd.com/beer/2534551,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,573730859,2534551,48736,,4.18,3.97,,0,0
"Vert Mont","Cervejaria Antuérpia","IPA - Imperial / Double New England",8.1,60,,,,,,,,5,"2018-04-01 21:18:17",https://untappd.com/c/580590498,https://untappd.com/beer/2322282,https://untappd.com/brewery/28946,Brazil,"Matias Barbosa","Minas Gerais",,,,580590498,2322282,28946,https://untappd.s3.amazonaws.com/photos/2018_04_02/26216819a774bb59a935abfb1da8bf7f_raw.jpeg,3.98,3.95,,1,1
"Hop Lover","Cervejaria Dogma","IPA - Imperial / Double",8.4,0,,,,,,,,,"2018-04-08 16:40:52",https://untappd.com/c/583427605,https://untappd.com/beer/507713,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,583427605,507713,48736,,4.16,4.14,,0,0
"Citra Lover","Cervejaria Dogma","IPA - Imperial / Double",8.3,80,"Birthday beer!",,,,,,,,"2018-04-12 20:05:42",https://untappd.com/c/584548646,https://untappd.com/beer/1641577,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,584548646,1641577,48736,,4.27,4.23,,0,0
"Citra Mango","Cervejaria Dogma","IPA - American",6.4,0,,"Cervejaria Dogma","São Paulo",SP,Brasil,-23.5409,-46.6521,,"2018-04-15 16:23:59",https://untappd.com/c/586202748,https://untappd.com/beer/2597744,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,586202748,2597744,48736,,3.72,3.71,,0,0
Outback,"Cervejaria Colorado","Wheat Beer - American Pale Wheat",5,12,,"Outback Steakhouse","São Paulo",SP,Brasil,-23.5547,-46.6523,,"2018-04-22 18:29:18",https://untappd.com/c/589139652,https://untappd.com/beer/2311026,https://untappd.com/brewery/4804,Brazil,"Ribeirão Preto","São Paulo",,"Outback Steakhouse",Bottle,589139652,2311026,4804,,3.48,3.49,,0,0
"Witbier Taperebá","Amazon Beer","Wheat Beer - Witbier",4.7,12,,,,,,,,,"2018-04-30 16:35:15",https://untappd.com/c/592274045,https://untappd.com/beer/194854,https://untappd.com/brewery/20492,Brazil,Belém,Pará,,,Bottle,592274045,194854,20492,,3.39,3.4,,0,0
"London Pride","Fuller's Brewery","English Bitter",4.1,30,,,,,,,,,"2018-05-04 20:48:48",https://untappd.com/c/593689399,https://untappd.com/beer/2762,https://untappd.com/brewery/3296,England,London,"Greater London",,,Bottle,593689399,2762,3296,,3.41,3.41,,0,0
"1000 IBU","Cervejaria Invicta","IPA - Imperial / Double",8,1000,,,,,,,,,"2018-05-06 12:34:53",https://untappd.com/c/594746898,https://untappd.com/beer/446677,https://untappd.com/brewery/27854,Brazil,"Ribeirão Preto","São Paulo",,,Bottle,594746898,446677,27854,https://untappd.s3.amazonaws.com/photos/2018_05_06/d3bd8309d4bb3eb7c917872ff261f99d_raw.jpeg,3.95,3.95,,0,0
"Backer Brown","Cervejaria Backer","Brown Ale - Other",4.8,13,,,,,,,,,"2018-05-06 14:09:28",https://untappd.com/c/594790222,https://untappd.com/beer/120170,https://untappd.com/brewery/8979,Brazil,"Belo Horizonte","Minas Gerais",,,Bottle,594790222,120170,8979,,3.36,3.39,,1,0
Prelúdio1,"Cervejaria Dogma","IPA - American",6.2,0,,,,,,,,4.75,"2018-05-09 19:54:30",https://untappd.com/c/595797129,https://untappd.com/beer/2632382,https://untappd.com/brewery/48736,Brazil,"São Paulo","São Paulo",,"Cervejaria Dogma",Draft,595797129,2632382,48736,https://untappd.s3.amazonaws.com/photos/2018_05_09/64092366d6e4fe6b322db5c5234889ac_raw.jpeg,4.02,3.95,,0,0
Skol,AmBev,"Lager - American",4.7,0,,Nubank,"São Paulo",SP,Brasil,-23.561,-46.6734,,"2018-05-17 22:08:25",https://untappd.com/c/599270770,https://untappd.com/beer/8123,https://untappd.com/brewery/4538,Brazil,"São Paulo","São Paulo",,,Bottle,599270770,8123,4538,,2.22,2.24,,0,0
Pilsen,"Federal Cervejas Artesanais","Pilsner - Other",4.6,0,,Rendez-Vous,"São Paulo",SP,Brasil,-23.5649,-46.6853,,"2018-05-20 20:04:47",https://untappd.com/c/601154650,https://untappd.com/beer/1562850,https://untappd.com/brewery/225337,Brazil,Taguatinga,"Distrito Federal",,Rendez-Vous,Draft,601154650,1562850,225337,,0,0.69,,1,1
